,party,votes.absoluteMajority,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.validVotesPercentage,votes.votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters,candidatos,year
532,NC/A,0,1,0,7.57,0,7.98,783,Lagos,Faro,0,367,3.55,,False,160,1.55,4,10339,41.73,ANA MARGARIDA DE PASSOS ÁGUAS BENTO BARROS MARTINS,2021
533,PAN,0,1,0,3.21,0,3.38,332,Lagos,Faro,0,367,3.55,,False,160,1.55,4,10339,41.73,MARIA JOÃO SACADURA E SERRANO,2021
534,PCP-PEV,0,1,1,9.1,0,9.59,941,Lagos,Faro,0,367,3.55,,False,160,1.55,4,10339,41.73,ALEXANDRE AFONSO MARQUES RIBEIRO NUNES,2021
535,PPD/PSD,0,1,1,12.9,0,13.6,1334,Lagos,Faro,0,367,3.55,,False,160,1.55,4,10339,41.73,PEDRO AUGUSTO BORGES DE LIMA PALMA MOREIRA,2021
536,PS,1,1,5,53.47,1,56.34,5528,Lagos,Faro,0,367,3.55,,False,160,1.55,4,10339,41.73,HUGO MIGUEL MARREIROS HENRIQUE PEREIRA,2021
537,B.E.,0,1,0,3.3,0,3.45,823,Loulé,Faro,0,628,2.52,,False,449,1.8,9,24942,40.36,TIAGO DA CRUZ SIMÃO GROSSO,2021
538,CH,0,1,1,8.68,0,9.07,2165,Loulé,Faro,0,628,2.52,,False,449,1.8,9,24942,40.36,FERNANDO JORGE DA ENCARNAÇÃO DOS SANTOS,2021
539,PAN,0,1,0,2.52,0,2.63,628,Loulé,Faro,0,628,2.52,,False,449,1.8,9,24942,40.36,ANA LUISA POETA SIMÕES,2021
540,PCP-PEV,0,1,0,3.57,0,3.73,891,Loulé,Faro,0,628,2.52,,False,449,1.8,9,24942,40.36,VERGILIO FERNANDES FRADE AMBRÓSIO,2021
541,PPD/PSD.CDS-PP.MPT.PPM,0,1,2,22.18,0,23.18,5531,Loulé,Faro,0,628,2.52,,False,449,1.8,9,24942,40.36,RUI CELESTINO DOS SANTOS CRISTINA,2021
542,PS,1,1,6,55.44,1,57.94,13827,Loulé,Faro,0,628,2.52,,False,449,1.8,9,24942,40.36,VITOR MANUEL GONÇALVES ALEIXO,2021
543,CDS-PP,0,1,1,13.23,0,13.82,424,Monchique,Faro,0,75,2.34,,False,62,1.93,3,3205,69.21,JOSÉ MANUEL VARELA DE SOUSA CHAPARRO,2021
544,CH,0,1,0,1.59,0,1.66,51,Monchique,Faro,0,75,2.34,,False,62,1.93,3,3205,69.21,JOSÉ GIL MARQUES VARELA,2021
545,CPM,0,1,0,6.65,0,6.94,213,Monchique,Faro,0,75,2.34,,False,62,1.93,3,3205,69.21,JOÃO PAULO VAIRINHOS DUARTE,2021
546,PCP-PEV,0,1,0,3.15,0,3.29,101,Monchique,Faro,0,75,2.34,,False,62,1.93,3,3205,69.21,ANDRÉ DO NASCIMENTO FÉLIX VARELA,2021
547,PPD/PSD,0,1,1,21.5,0,22.46,689,Monchique,Faro,0,75,2.34,,False,62,1.93,3,3205,69.21,BRUNO MIGUEL ESTREMORES FERNANDO,2021
548,PS,1,1,3,49.61,1,51.83,1590,Monchique,Faro,0,75,2.34,,False,62,1.93,3,3205,69.21,PAULO JORGE DUARTE ALVES,2021
549,B.E.,0,1,0,5.2,0,5.43,805,Olhão,Faro,0,396,2.56,,False,238,1.54,4,15466,40.9,ROBERTO FREDERICO DE MELO E SILVA,2021
550,CDS-PP,0,1,0,2.17,0,2.26,335,Olhão,Faro,0,396,2.56,,False,238,1.54,4,15466,40.9,ANA PAULA DOS SANTOS LEMOS ARTUR,2021
551,CH,0,1,0,7.6,0,7.93,1176,Olhão,Faro,0,396,2.56,,False,238,1.54,4,15466,40.9,ANTÓNIO RICARDO CORREIA MOREIRA,2021
552,PAN,0,1,0,3.28,0,3.43,508,Olhão,Faro,0,396,2.56,,False,238,1.54,4,15466,40.9,ALEXANDRE TOPETE HIPÓLITO PEREIRA,2021
553,PCP-PEV,0,1,0,6.86,0,7.15,1061,Olhão,Faro,0,396,2.56,,False,238,1.54,4,15466,40.9,JORGE MANUEL GUERREIRO COSTA,2021
554,PPD/PSD.MPT.PPM.A,0,1,2,21.58,0,22.51,3338,Olhão,Faro,0,396,2.56,,False,238,1.54,4,15466,40.9,ÁLVARO JOSE MARTINS VIEGAS,2021
555,PS,1,1,5,49.2,1,51.3,7609,Olhão,Faro,0,396,2.56,,False,238,1.54,4,15466,40.9,ANTÓNIO MIGUEL VENTURA PINA,2021
556,B.E.,0,1,0,6.82,0,7.13,1471,Portimão,Faro,0,604,2.8,,False,345,1.6,3,21578,42.97,JOÃO MANUEL DUARTE VASCONCELOS,2021
557,CDS-PP.NC.A,0,1,1,13.03,0,13.63,2811,Portimão,Faro,0,604,2.8,,False,345,1.6,3,21578,42.97,LUÍS MANUEL CARVALHO CARITO,2021
558,CH,0,1,1,10.16,0,10.63,2192,Portimão,Faro,0,604,2.8,,False,345,1.6,3,21578,42.97,PEDRO HUMBERTO CASTELO TERRAS XAVIER,2021
559,PAN,0,1,0,3.07,0,3.21,662,Portimão,Faro,0,604,2.8,,False,345,1.6,3,21578,42.97,RICARDO NUNO DO NASCIMENTO VIEIRA DA CONCEIÇÃO CÂNDIDO,2021
560,PCP-PEV,0,1,0,5.11,0,5.34,1102,Portimão,Faro,0,604,2.8,,False,345,1.6,3,21578,42.97,NUNO FILIPE CARRILHO CORDAS,2021
561,PPD/PSD.MPT.PPM,0,1,2,17.54,0,18.35,3785,Portimão,Faro,0,604,2.8,,False,345,1.6,3,21578,42.97,RUI MIGUEL DA SILVA ANDRÉ,2021
562,PS,1,1,5,39.88,1,41.72,8606,Portimão,Faro,0,604,2.8,,False,345,1.6,3,21578,42.97,ISILDA MARIA PRAZERES DOS SANTOS VARGES GOMES,2021
563,B.E.,0,1,0,2.0,0,2.09,299,Silves,Faro,0,448,2.99,,False,226,1.51,6,14980,48.39,FÁTIMA FILIPA ALFARROBA SILVA,2021
564,CDS-PP.PPM.A,0,1,0,1.82,0,1.91,273,Silves,Faro,0,448,2.99,,False,226,1.51,6,14980,48.39,PAULA CRISTINA DOS SANTOS SOUSA,2021
565,CH,0,1,0,5.1,0,5.34,764,Silves,Faro,0,448,2.99,,False,226,1.51,6,14980,48.39,JOSÉ PAULO BARBOSA MOREIRA DE SOUSA,2021
566,IL,0,1,0,1.33,0,1.39,199,Silves,Faro,0,448,2.99,,False,226,1.51,6,14980,48.39,ANTÓNIO MANUEL PRATA SEQUEIRA,2021
567,PCP-PEV,1,1,4,43.1,1,45.13,6457,Silves,Faro,0,448,2.99,,False,226,1.51,6,14980,48.39,ROSA CRISTINA GONÇALVES DA PALMA,2021
568,PPD/PSD,0,1,2,23.18,0,24.28,3473,Silves,Faro,0,448,2.99,,False,226,1.51,6,14980,48.39,JOÃO CARLOS SAIÃO RODRIGUES GARCIA,2021
569,PS,0,1,1,18.97,0,19.86,2841,Silves,Faro,0,448,2.99,,False,226,1.51,6,14980,48.39,LUÍS JOSÉ MARTINS GUERREIRO,2021
570,CDS-PP,0,1,0,0.61,0,0.64,30,São Brás de Alportel,Faro,0,116,2.38,,False,50,1.02,1,4884,51.97,FRANCISCO FRAGOSO LAPLAINE GUIMARÃES,2021
571,CH,0,1,0,2.99,0,3.09,146,São Brás de Alportel,Faro,0,116,2.38,,False,50,1.02,1,4884,51.97,BRÁULIO DE JESUS MOREIRA,2021
572,PCP-PEV,0,1,0,4.69,0,4.85,229,São Brás de Alportel,Faro,0,116,2.38,,False,50,1.02,1,4884,51.97,ANTONINO LUÍS PEREIRA COSTA,2021
573,PPD/PSD,0,1,2,29.75,0,30.8,1453,São Brás de Alportel,Faro,0,116,2.38,,False,50,1.02,1,4884,51.97,BRUNO SOUSA COSTA,2021
574,PS,1,1,3,58.56,1,60.62,2860,São Brás de Alportel,Faro,0,116,2.38,,False,50,1.02,1,4884,51.97,VITOR MANUEL MARTINS GUERREIRO,2021
575,B.E.,0,1,0,2.35,0,2.43,284,Tavira,Faro,0,248,2.06,,False,128,1.06,6,12063,54.16,JOSÉ MANUEL BAPTISTA DO CARMO,2021
576,CH,0,1,0,4.79,0,4.95,578,Tavira,Faro,0,248,2.06,,False,128,1.06,6,12063,54.16,PEDRO RAFAEL DE OLIVEIRA FERREIRA,2021
577,PCP-PEV,0,1,0,3.33,0,3.44,402,Tavira,Faro,0,248,2.06,,False,128,1.06,6,12063,54.16,ELISABETE ALEXANDRA VIEGAS ROMÃO,2021
578,PPD/PSD,0,1,3,42.69,0,44.07,5150,Tavira,Faro,0,248,2.06,,False,128,1.06,6,12063,54.16,DINIS MANUEL DA PALMA FAÍSCA,2021
579,PS,1,1,4,43.71,1,45.12,5273,Tavira,Faro,0,248,2.06,,False,128,1.06,6,12063,54.16,ANA PAULA FERNANDES MARTINS,2021
580,B.E.,0,1,0,1.4,0,1.44,131,Vila Real de Santo António,Faro,0,127,1.36,,False,137,1.46,3,9367,55.2,MARIA CELESTE RODRIGUES DOS SANTOS,2021
581,CDS-PP,0,1,0,1.02,0,1.05,96,Vila Real de Santo António,Faro,0,127,1.36,,False,137,1.46,3,9367,55.2,ANTÓNIO AUGUSTO BRAZ DA PAZ,2021
582,CH,0,1,0,3.89,0,4.0,364,Vila Real de Santo António,Faro,0,127,1.36,,False,137,1.46,3,9367,55.2,DAVID JORGE GOMES DA COSTA,2021
583,CICF,0,1,0,7.63,0,7.85,715,Vila Real de Santo António,Faro,0,127,1.36,,False,137,1.46,3,9367,55.2,MARCELO JOSÉ RAPOSO JERÓNIMO,2021
584,PAN,0,1,0,1.93,0,1.99,181,Vila Real de Santo António,Faro,0,127,1.36,,False,137,1.46,3,9367,55.2,SAÚL JOSÉ LOPES ROSA,2021
585,PCP-PEV,0,1,1,11.72,0,12.06,1098,Vila Real de Santo António,Faro,0,127,1.36,,False,137,1.46,3,9367,55.2,ÁLVARO FILIPE MADEIRA LEAL,2021
586,PPD/PSD,0,1,3,32.47,0,33.41,3041,Vila Real de Santo António,Faro,0,127,1.36,,False,137,1.46,3,9367,55.2,LUIS FILIE SOROMENHO GOMES,2021
587,PS,0,1,3,37.12,1,38.2,3477,Vila Real de Santo António,Faro,0,127,1.36,,False,137,1.46,3,9367,55.2,ÁLVARO PALMA DE ARAÚJO,2021
588,CH,0,1,0,2.78,0,2.88,73,Vila do Bispo,Faro,0,59,2.25,,False,37,1.41,4,2628,62.68,JOÃO PAULO DA SILVA GRAÇA,2021
589,PCP-PEV,0,1,0,4.72,0,4.9,124,Vila do Bispo,Faro,0,59,2.25,,False,37,1.41,4,2628,62.68,ALEXANDRE RAFAEL ESTRADAS,2021
590,PPD/PSD.CDS-PP.MPT.PPM,0,1,1,23.97,0,24.88,630,Vila do Bispo,Faro,0,59,2.25,,False,37,1.41,4,2628,62.68,PAULA ALEXANDRA XAVIER ALVES DE FREITAS MONTEIRO,2021
591,PS,0,1,2,33.07,1,34.32,869,Vila do Bispo,Faro,0,59,2.25,,False,37,1.41,4,2628,62.68,RUTE MARIA DIAS MAIA NUNES DA SILVA,2021
592,SPCVB,0,1,2,31.81,0,33.02,836,Vila do Bispo,Faro,0,59,2.25,,False,37,1.41,4,2628,62.68,DINO ALVES LOURENÇO,2021
593,CH,0,1,0,4.18,0,4.33,176,Aguiar da Beira,Guarda,0,60,1.43,,False,79,1.88,10,4206,70.35,ANTÓNIO JOSÉ DOS SANTOS CARDOSO,2021
594,PCP-PEV,0,1,0,0.31,0,0.32,13,Aguiar da Beira,Guarda,0,60,1.43,,False,79,1.88,10,4206,70.35,CRISTIANA NUNES RODRIGUES,2021
595,PPD/PSD,0,1,2,40.04,0,41.41,1684,Aguiar da Beira,Guarda,0,60,1.43,,False,79,1.88,10,4206,70.35,AUGUSTO FERNANDO ANDRADE,2021
596,UPNT,1,1,3,52.16,1,53.95,2194,Aguiar da Beira,Guarda,0,60,1.43,,False,79,1.88,10,4206,70.35,VIRGILO DA CUNHA,2021
597,PCP-PEV,0,1,0,2.62,0,2.76,110,Almeida,Guarda,0,118,2.81,,False,93,2.22,16,4194,62.24,JOSÉ LOURENÇO FONSECA GONÇALVES,2021
598,PPD/PSD,1,1,3,49.74,1,52.37,2086,Almeida,Guarda,0,118,2.81,,False,93,2.22,16,4194,62.24,ANTÓNIO JOSÉ MONTEIRO MACHADO,2021
599,PS,0,1,2,42.61,0,44.87,1787,Almeida,Guarda,0,118,2.81,,False,93,2.22,16,4194,62.24,ALEXANDRE MANUEL FERNANDES GONÇALVES,2021
600,CH,0,1,0,2.5,0,2.59,126,Celorico da Beira,Guarda,0,85,1.69,,False,90,1.79,16,5039,68.22,MARIA OLÍVIA MARTINS TEIXEIRA,2021
601,PCP-PEV,0,1,0,0.5,0,0.51,25,Celorico da Beira,Guarda,0,85,1.69,,False,90,1.79,16,5039,68.22,MARIA EDUARDA MARQUES REBELO,2021
602,PPD/PSD,1,1,3,56.16,1,58.18,2830,Celorico da Beira,Guarda,0,85,1.69,,False,90,1.79,16,5039,68.22,CARLOS MANUEL DA FONSECA ASCENSÃO,2021
603,PS,0,1,2,37.37,0,38.71,1883,Celorico da Beira,Guarda,0,85,1.69,,False,90,1.79,16,5039,68.22,JOSÉ ALBANO PEREIRA MARQUES,2021
604,CDS-PP,0,1,0,2.61,0,2.7,103,Figueira de Castelo Rodrigo,Guarda,0,54,1.37,,False,85,2.15,10,3951,73.23,DORA CUZ PINTO DE ALMEIDA VILHENA,2021
605,L,0,1,0,0.23,0,0.24,9,Figueira de Castelo Rodrigo,Guarda,0,54,1.37,,False,85,2.15,10,3951,73.23,MARGARIDA GARCIA BORDALO BENTO,2021
606,PCP-PEV,0,1,0,0.61,0,0.63,24,Figueira de Castelo Rodrigo,Guarda,0,54,1.37,,False,85,2.15,10,3951,73.23,MARIA DELFINA BAZARÉU MONTEIRO,2021
607,PPD/PSD,1,1,3,47.63,1,49.37,1882,Figueira de Castelo Rodrigo,Guarda,0,54,1.37,,False,85,2.15,10,3951,73.23,CARLOS MANUEL MARTINS CONDESSO,2021
608,PS,0,1,2,45.41,0,47.06,1794,Figueira de Castelo Rodrigo,Guarda,0,54,1.37,,False,85,2.15,10,3951,73.23,PAULO JOSÉ GOMES LANGROUVA,2021
609,PCP-PEV,0,1,0,1.33,0,1.39,43,Fornos de Algodres,Guarda,0,69,2.14,,False,63,1.95,12,3224,73.29,JOAQUIM ALBERTO CARDOSO DIAS DE ALMEIDA,2021
610,PPD/PSD.CDS-PP,0,1,2,34.24,0,35.71,1104,Fornos de Algodres,Guarda,0,69,2.14,,False,63,1.95,12,3224,73.29,MARIA JOAQUINA SANTOS FERNANDES DOMINGUES,2021
611,PS,1,1,3,60.33,1,62.9,1945,Fornos de Algodres,Guarda,0,69,2.14,,False,63,1.95,12,3224,73.29,ANTÓNIO MANUEL PINA FONSECA,2021
612,PCP-PEV,0,1,0,2.99,0,3.18,210,Gouveia,Guarda,0,255,3.63,,False,171,2.44,16,7020,56.29,ILDA MARIA SILVA BERNARDO,2021
613,PPD/PSD,1,1,4,50.09,1,53.32,3516,Gouveia,Guarda,0,255,3.63,,False,171,2.44,16,7020,56.29,LUÍS MANUEL TADEU MARQUES,2021
614,PS,0,1,3,40.85,0,43.49,2868,Gouveia,Guarda,0,255,3.63,,False,171,2.44,16,7020,56.29,ANA PAULA CASEGAS PARDAL DUARTE FREITAS,2021
615,B.E.,0,1,0,1.6,0,1.66,378,Guarda,Guarda,0,433,1.83,,False,469,1.98,43,23628,63.19,JORGE MANUEL MONTEIRO MENDES,2021
616,CDS-PP,0,1,0,2.69,0,2.8,636,Guarda,Guarda,0,433,1.83,,False,469,1.98,43,23628,63.19,PEDRO MIGUEL GONÇALVES NARCISO,2021
617,CH,0,1,0,2.69,0,2.8,636,Guarda,Guarda,0,433,1.83,,False,469,1.98,43,23628,63.19,FRANCISCO JOSÉ NORBERTO DIAS,2021
618,PCP-PEV,0,1,0,1.31,0,1.36,310,Guarda,Guarda,0,433,1.83,,False,469,1.98,43,23628,63.19,HONORATO GIL ROBALO,2021
619,PG,0,1,3,36.22,1,37.66,8559,Guarda,Guarda,0,433,1.83,,False,469,1.98,43,23628,63.19,SÉRGIO FERNANDO DA SILVA COSTA,2021
620,PPD/PSD,0,1,3,33.68,0,35.02,7958,Guarda,Guarda,0,433,1.83,,False,469,1.98,43,23628,63.19,CARLOS ALBERTO CHAVES MONTEIRO,2021
621,PS,0,1,1,17.98,0,18.7,4249,Guarda,Guarda,0,433,1.83,,False,469,1.98,43,23628,63.19,LUÍS ANTÓNIO VAZ DO COUTO,2021
622,Manteigas 2030,0,1,2,34.14,1,35.16,758,Manteigas,Guarda,0,23,1.04,,False,41,1.85,4,2220,71.04,FLÁVIO MIGUEL TACANHO MASSANO,2021
623,NC,0,1,0,6.71,0,6.91,149,Manteigas,Guarda,0,23,1.04,,False,41,1.85,4,2220,71.04,CÉLIA MARIA RAMOS MORAIS,2021
624,PCP-PEV,0,1,0,1.4,0,1.44,31,Manteigas,Guarda,0,23,1.04,,False,41,1.85,4,2220,71.04,ANTÓNIO ALEXANDRE DE CARVALHO DOS SANTOS,2021
625,PPD/PSD,0,1,1,26.76,0,27.55,594,Manteigas,Guarda,0,23,1.04,,False,41,1.85,4,2220,71.04,NUNO MANUEL MATOS SOARES,2021
626,PS,0,1,2,28.11,0,28.94,624,Manteigas,Guarda,0,23,1.04,,False,41,1.85,4,2220,71.04,ESMERALDO SARAIVA NETO CARVALHINHO,2021
627,PCP-PEV,0,1,0,1.13,0,1.19,39,Mêda,Guarda,0,67,1.94,,False,99,2.87,11,3447,66.74,ANTÓNIO MANUEL PINTO ANDRÉ,2021
628,PPD/PSD.CDS-PP,1,1,3,49.78,1,52.3,1716,Mêda,Guarda,0,67,1.94,,False,99,2.87,11,3447,66.74,JOÃO GERMANO MOURATO LEAL PINTO,2021
629,PS,0,1,2,44.27,0,46.51,1526,Mêda,Guarda,0,67,1.94,,False,99,2.87,11,3447,66.74,ANSELMO ANTUNES DE SOUSA,2021
630,PCP-PEV,0,1,0,2.64,0,2.8,144,Pinhel,Guarda,0,156,2.86,,False,151,2.77,18,5446,60.73,ANTÓNIO RODRIGUES MARTINS,2021
631,PPD/PSD,1,1,4,66.64,1,70.62,3629,Pinhel,Guarda,0,156,2.86,,False,151,2.77,18,5446,60.73,RUI MANUEL SARAIVA VENTURA,2021
632,PS,0,1,1,25.08,0,26.58,1366,Pinhel,Guarda,0,156,2.86,,False,151,2.77,18,5446,60.73,FRANCISCO ALÍPIO FERNANDES,2021
633,CDS-PP,0,1,0,4.14,0,4.32,299,Sabugal,Guarda,0,182,2.52,,False,119,1.65,30,7227,57.48,ROMEU AUGUSTO BISPO,2021
634,CH,0,1,0,2.85,0,2.97,206,Sabugal,Guarda,0,182,2.52,,False,119,1.65,30,7227,57.48,JOSÉ MIGUEL TEIXEIRA LOURENÇO,2021
635,PCP-PEV,0,1,0,1.54,0,1.6,111,Sabugal,Guarda,0,182,2.52,,False,119,1.65,30,7227,57.48,JOSÉ MANUEL GOMES DIAS DE AGUIAR,2021
636,PPD/PSD,1,1,4,47.09,1,49.13,3403,Sabugal,Guarda,0,182,2.52,,False,119,1.65,30,7227,57.48,VÍTOR MANUEL DIAS PROENÇA,2021
637,PS,0,1,3,40.22,0,41.97,2907,Sabugal,Guarda,0,182,2.52,,False,119,1.65,30,7227,57.48,VICTOR MANUEL PISSARRA CAVALEIRO,2021
638,CH,0,1,0,5.58,0,5.88,718,Seia,Guarda,0,374,2.91,,False,270,2.1,21,12862,60.59,JOSÉ ANTÓNIO DOS SANTOS MARQUES,2021
639,JPNT,0,1,1,17.75,0,18.69,2283,Seia,Guarda,0,374,2.91,,False,270,2.1,21,12862,60.59,JOSÉ ANTÓNIO TENREIRO PATROCÍNIO,2021
640,PCP-PEV,0,1,0,3.39,0,3.57,436,Seia,Guarda,0,374,2.91,,False,270,2.1,21,12862,60.59,MANUEL BATISTA LEITÃO,2021
641,PPD/PSD,0,1,2,24.59,0,25.89,3163,Seia,Guarda,0,374,2.91,,False,270,2.1,21,12862,60.59,LUIS JORGE DA SILVA CAETANO,2021
642,PS,1,1,4,43.68,1,45.98,5618,Seia,Guarda,0,374,2.91,,False,270,2.1,21,12862,60.59,ANTÓNIO LUCIANO DA SILVA RIBEIRO,2021
643,PCP-PEV,0,1,0,1.76,0,1.87,102,Trancoso,Guarda,0,206,3.55,,False,131,2.26,21,5796,65.54,ANABELA MARIA CAETANO,2021
644,PPD/PSD.CDS-PP,0,1,2,32.71,0,34.73,1896,Trancoso,Guarda,0,206,3.55,,False,131,2.26,21,5796,65.54,JOÃO JOSÉ MARTINS CAMPOS CARVALHO,2021
645,PS,1,1,3,59.71,1,63.4,3461,Trancoso,Guarda,0,206,3.55,,False,131,2.26,21,5796,65.54,AMÍLCAR JOSÉ NUNES SALVADOR,2021
646,NC,0,1,0,4.33,0,4.51,193,Vila Nova de Foz Côa,Guarda,0,100,2.24,,False,82,1.84,14,4458,62.9,JOSÉ ANTÓNIO MAURÍCIO LEBREIRO,2021
647,PCP-PEV,0,1,0,1.73,0,1.8,77,Vila Nova de Foz Côa,Guarda,0,100,2.24,,False,82,1.84,14,4458,62.9,MARTA DO ROSÁRIO MARTINS MENDES,2021
648,PPD/PSD,1,1,3,51.3,1,53.48,2287,Vila Nova de Foz Côa,Guarda,0,100,2.24,,False,82,1.84,14,4458,62.9,JOÃO PAULO LUCAS DONAS BOTTO SOUSA,2021
649,PS,0,1,2,38.56,0,40.2,1719,Vila Nova de Foz Côa,Guarda,0,100,2.24,,False,82,1.84,14,4458,62.9,VÍTOR JOSÉ BRILHANTE SOBRAL,2021
650,CDS-PP,0,1,0,5.12,0,5.43,1412,Alcobaça,Leiria,0,915,3.31,,False,678,2.46,13,27603,56.79,ANTÓNIO JOSÉ DA SILVA VIEIRA,2021
651,CH,0,1,0,4.64,0,4.93,1281,Alcobaça,Leiria,0,915,3.31,,False,678,2.46,13,27603,56.79,MARIA ISABEL DA SILVA VENTURA NOGUEIRA,2021
652,IL,0,1,0,3.42,0,3.63,944,Alcobaça,Leiria,0,915,3.31,,False,678,2.46,13,27603,56.79,MIGUEL ÂNGELO PIRES TRINDADE SILVESTRE,2021
653,NC,0,1,0,4.43,0,4.71,1224,Alcobaça,Leiria,0,915,3.31,,False,678,2.46,13,27603,56.79,RUI MANUEL DIAS ALEXANDRE,2021
654,PCP-PEV,0,1,0,3.45,0,3.66,951,Alcobaça,Leiria,0,915,3.31,,False,678,2.46,13,27603,56.79,MARIA CLEMENTINA MORGADO HENRIQUES,2021
655,PPD/PSD,1,1,4,43.18,1,45.82,11919,Alcobaça,Leiria,0,915,3.31,,False,678,2.46,13,27603,56.79,HERMÍNIO JOSÉ DA CRUZ AUGUSTO RODRIGUES,2021
656,PS,0,1,3,29.99,0,31.83,8279,Alcobaça,Leiria,0,915,3.31,,False,678,2.46,13,27603,56.79,CARLOS MANUEL ALMEIDA GUERRA,2021
657,CH,0,1,0,4.49,0,4.66,174,Alvaiázere,Leiria,0,71,1.83,,False,70,1.81,5,3871,65.36,RUI ALEXANDRE NUNES FERNANDES,2021
658,PCP-PEV,0,1,0,1.16,0,1.21,45,Alvaiázere,Leiria,0,71,1.83,,False,70,1.81,5,3871,65.36,PEDRO JOSÉ FURTADO ALVES,2021
659,PPD/PSD,1,1,3,40.74,1,42.28,1577,Alvaiázere,Leiria,0,71,1.83,,False,70,1.81,5,3871,65.36,JOÃO PAULO CARVALHO GUERREIRO,2021
660,PS,0,1,2,39.58,0,41.07,1532,Alvaiázere,Leiria,0,71,1.83,,False,70,1.81,5,3871,65.36,CARLOS JOSÉ DINIS SIMÕES,2021
661,VA,0,1,0,10.38,0,10.78,402,Alvaiázere,Leiria,0,71,1.83,,False,70,1.81,5,3871,65.36,ANTÓNIO MANUEL DA LUZ NEVES CARDO,2021
662,CDS-PP,0,1,0,1.6,0,1.65,115,Ansião,Leiria,0,145,2.02,,False,93,1.29,6,7189,64.75,NUNO MIGUEL ALVES DA COSTA AZEVEDO,2021
663,CH,0,1,0,4.99,0,5.16,359,Ansião,Leiria,0,145,2.02,,False,93,1.29,6,7189,64.75,ADRIANO MARTINS RODRIGUES,2021
664,PCP-PEV,0,1,0,1.28,0,1.32,92,Ansião,Leiria,0,145,2.02,,False,93,1.29,6,7189,64.75,NÍDIA MARIA COUTINHO VALENTE,2021
665,PPD/PSD,0,1,3,40.84,0,42.24,2936,Ansião,Leiria,0,145,2.02,,False,93,1.29,6,7189,64.75,CÉLIA CRISTINA MARTINS DOS SANTOS FREIRE,2021
666,PS,1,1,4,47.98,1,49.62,3449,Ansião,Leiria,0,145,2.02,,False,93,1.29,6,7189,64.75,ANTÓNIO JOSÉ VICENTE DOMINGUES,2021
667,BTMI,1,1,4,46.48,1,48.57,4070,Batalha,Leiria,0,228,2.6,,False,149,1.7,4,8757,62.6,RAUL MIGUEL DE CASTRO,2021
668,CDS-PP,0,1,0,4.81,0,5.02,421,Batalha,Leiria,0,228,2.6,,False,149,1.7,4,8757,62.6,HORÁCIO MOITA FRANCISCO,2021
669,CH,0,1,0,4.68,0,4.89,410,Batalha,Leiria,0,228,2.6,,False,149,1.7,4,8757,62.6,SARA ALEXANDRA DUARTE DOS SANTOS,2021
670,IL,0,1,0,3.13,0,3.27,274,Batalha,Leiria,0,228,2.6,,False,149,1.7,4,8757,62.6,RICARDO ANTÓNIO MATIAS VALA,2021
671,PCP-PEV,0,1,0,1.07,0,1.12,94,Batalha,Leiria,0,228,2.6,,False,149,1.7,4,8757,62.6,JOSÉ JOAQUIM FILIPE VALENTIM,2021
672,PPD/PSD,0,1,3,35.53,0,37.12,3111,Batalha,Leiria,0,228,2.6,,False,149,1.7,4,8757,62.6,PAULO JORGE BATISTA DOS SANTOS,2021
673,CDS-PP,0,1,0,5.9,0,6.16,373,Bombarral,Leiria,0,154,2.43,,False,113,1.79,4,6327,56.45,ROSA MARIA BASTOS GONÇALVES GUERRA,2021
674,CH,0,1,0,4.69,0,4.9,297,Bombarral,Leiria,0,154,2.43,,False,113,1.79,4,6327,56.45,JOÃO PAULO HERMENEGILDO,2021
675,PCP-PEV,0,1,0,5.88,0,6.14,372,Bombarral,Leiria,0,154,2.43,,False,113,1.79,4,6327,56.45,MARIA DA CONCEIÇÃO TEIXEIRA BRASÃO CORREIA,2021
676,PPD/PSD,0,1,3,38.19,0,39.87,2416,Bombarral,Leiria,0,154,2.43,,False,113,1.79,4,6327,56.45,NUNO MANUEL MOTA DA SILVA,2021
677,PS,1,1,4,41.13,1,42.94,2602,Bombarral,Leiria,0,154,2.43,,False,113,1.79,4,6327,56.45,RICARDO MANUEL SILVA FERNANDES,2021
678,B.E.,0,1,0,2.37,0,2.46,527,Caldas da Rainha,Leiria,0,460,2.07,,False,300,1.35,12,22205,48.78,CARLOS MANUEL DOS SANTOS SOUSA UBALDO,2021
679,CDS-PP.MPT.PPM.NC,0,1,0,2.82,0,2.92,627,Caldas da Rainha,Leiria,0,460,2.07,,False,300,1.35,12,22205,48.78,PAULO FERNANDO DA PONTE E SOUSA PESSOA DE CARVALHO,2021
680,CH,0,1,0,2.91,0,3.01,646,Caldas da Rainha,Leiria,0,460,2.07,,False,300,1.35,12,22205,48.78,EDMUNDO JORGE DOS SANTOS CARVALHO,2021
681,PCP-PEV,0,1,0,1.92,0,1.99,427,Caldas da Rainha,Leiria,0,460,2.07,,False,300,1.35,12,22205,48.78,ANTÓNIO HENRIQUES BARROS,2021
682,PPD/PSD,0,1,3,34.71,0,35.94,7707,Caldas da Rainha,Leiria,0,460,2.07,,False,300,1.35,12,22205,48.78,FERNANDO MANUEL TINTA FERREIRA,2021
